execution_number,question_number,ind_gemma_v2,ind_gemma_v4,ind_llama_v2,ind_llama_v4,seq_gemma_v2,seq_gemma_v4,seq_llama_v2,seq_llama_v4
7,14,0.185897,0.301282,0.147436,0.474359,0.185897,0.237179,0.128205,0.166667
8,1,0.096774,0.064516,0.096774,0.096774,0.064516,0.032258,0.096774,0.096774
8,2,0.068182,0.477273,0.250000,0.386364,0.409091,0.522727,0.250000,0.545455
8,3,0.283333,0.250000,0.500000,0.650000,0.433333,0.433333,0.483333,0.583333
8,5,0.333333,0.373984,0.642276,0.292683,0.113821,0.146341,0.227642,0.146341
8,8,0.310345,0.103448,0.275862,0.275862,0.379310,0.310345,0.275862,0.275862
8,9,0.368056,0.284722,0.486111,0.305556,0.152778,0.125000,0.229167,0.173611
8,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
8,11,0.177305,0.255319,0.212766,0.170213,0.099291,0.092199,0.212766,0.219858
8,12,0.122807,0.175439,0.157895,0.105263,0.114035,0.140351,0.122807,0.105263
8,14,0.173077,0.314103,0.147436,0.512821,0.141026,0.166667,0.179487,0.166667
9,1,0.225806,0.129032,0.064516,0.096774,0.064516,0.064516,0.161290,0.064516
9,2,0.113636,0.477273,0.113636,0.454545,0.090909,0.522727,0.363636,0.795455
9,3,0.233333,0.366667,0.666667,0.866667,0.266667,0.350000,0.400000,0.500000
9,5,0.349593,0.276423,0.479675,0.666667,0.105691,0.097561,0.186992,0.146341
9,8,0.275862,0.137931,0.275862,0.310345,0.379310,0.310345,0.275862,0.206897
9,9,0.416667,0.347222,0.409722,0.277778,0.062500,0.125000,0.125000,0.187500
9,10,0.076923,0.000000,0.000000,0.076923,0.076923,0.076923,0.076923,0.076923
9,11,0.170213,0.219858,0.226950,0.255319,0.078014,0.120567,0.248227,0.212766
9,12,0.140351,0.192982,0.149123,0.096491,0.061404,0.105263,0.157895,0.166667
9,14,0.134615,0.294872,0.141026,0.435897,0.179487,0.134615,0.128205,0.173077
10,1,0.064516,0.096774,0.096774,0.096774,0.064516,0.032258,0.129032,0.096774
10,2,0.136364,0.477273,0.704545,0.386364,0.068182,0.568182,0.090909,0.522727
10,3,0.200000,0.333333,0.533333,0.566667,0.416667,0.333333,0.350000,0.300000
10,5,0.276423,0.365854,0.601626,0.373984,0.138211,0.113821,0.178862,0.162602
10,8,0.275862,0.172414,0.310345,0.310345,0.206897,0.241379,0.172414,0.241379
10,9,0.395833,0.319444,0.381944,0.208333,0.118056,0.145833,0.208333,0.208333
10,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
10,11,0.198582,0.219858,0.219858,0.205674,0.113475,0.156028,0.205674,0.212766
10,12,0.131579,0.210526,0.201754,0.078947,0.087719,0.157895,0.114035,0.201754
10,14,0.153846,0.282051,0.166667,0.705128,0.179487,0.147436,0.115385,0.102564
11,1,0.096774,0.129032,0.064516,0.064516,0.064516,0.032258,0.129032,0.129032
11,2,0.045455,0.500000,0.090909,0.431818,0.522727,0.522727,0.136364,0.477273
11,3,0.266667,0.316667,0.483333,0.616667,0.400000,0.466667,0.516667,0.550000
11,5,0.357724,0.365854,0.414634,0.682927,0.073171,0.113821,0.203252,0.162602
11,8,0.241379,0.172414,0.241379,0.241379,0.206897,0.206897,0.275862,0.241379
11,9,0.388889,0.305556,0.256944,0.451389,0.194444,0.069444,0.159722,0.104167
11,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
11,11,0.184397,0.234043,0.234043,0.177305,0.099291,0.092199,0.148936,0.212766
11,12,0.157895,0.175439,0.157895,0.122807,0.087719,0.096491,0.131579,0.254386
11,14,0.147436,0.288462,0.160256,0.564103,0.166667,0.153846,0.179487,0.134615
12,1,0.096774,0.064516,0.096774,0.064516,0.064516,0.096774,0.129032,0.096774
12,2,0.068182,0.636364,0.159091,0.590909,0.068182,0.500000,0.250000,0.500000
12,3,0.300000,0.350000,0.500000,0.533333,0.233333,0.383333,0.383333,0.266667
12,5,0.300813,0.406504,0.276423,0.341463,0.235772,0.243902,0.235772,0.162602
12,8,0.241379,0.206897,0.275862,0.241379,0.344828,0.206897,0.206897,0.241379
12,9,0.347222,0.326389,0.347222,0.548611,0.138889,0.194444,0.187500,0.131944
12,10,0.076923,0.000000,0.076923,0.076923,0.076923,0.076923,0.000000,0.076923
12,11,0.212766,0.205674,0.226950,0.219858,0.212766,0.141844,0.198582,0.170213
12,12,0.140351,0.192982,0.175439,0.114035,0.087719,0.122807,0.122807,0.140351
12,14,0.173077,0.250000,0.128205,0.410256,0.179487,0.153846,0.153846,0.141026
13,1,0.064516,0.064516,0.064516,0.064516,0.161290,0.064516,0.129032,0.161290
13,2,0.068182,0.613636,0.136364,0.545455,0.431818,0.545455,0.409091,0.500000
13,3,0.283333,0.283333,0.516667,0.416667,0.333333,0.383333,0.533333,0.283333
13,5,0.349593,0.382114,0.626016,0.447154,0.154472,0.113821,0.162602,0.138211
13,8,0.310345,0.172414,0.275862,0.241379,0.413793,0.275862,0.206897,0.241379
13,9,0.409722,0.284722,0.381944,0.486111,0.270833,0.187500,0.201389,0.125000
13,10,0.076923,0.153846,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
13,11,0.184397,0.234043,0.184397,0.241135,0.141844,0.234043,0.177305,0.198582
13,12,0.149123,0.184211,0.263158,0.096491,0.087719,0.166667,0.122807,0.131579
13,14,0.141026,0.243590,0.108974,0.608974,0.153846,0.185897,0.153846,0.173077
14,1,0.064516,0.032258,0.064516,0.096774,0.064516,0.032258,0.064516,0.064516
14,2,0.045455,0.522727,0.204545,0.500000,0.068182,0.659091,0.409091,0.431818
14,3,0.366667,0.333333,0.533333,0.566667,0.200000,0.383333,0.550000,0.500000
14,5,0.333333,0.382114,0.504065,0.650407,0.105691,0.252033,0.203252,0.211382
14,8,0.413793,0.206897,0.206897,0.310345,0.275862,0.275862,0.275862,0.275862
14,9,0.375000,0.333333,0.395833,0.527778,0.090278,0.145833,0.166667,0.152778
14,10,0.000000,0.230769,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
14,11,0.191489,0.198582,0.163121,0.205674,0.078014,0.099291,0.255319,0.170213
14,12,0.175439,0.236842,0.122807,0.061404,0.114035,0.105263,0.017544,0.061404
14,14,0.147436,0.294872,0.141026,0.391026,0.128205,0.153846,0.160256,0.198718
15,1,0.096774,0.193548,0.129032,0.096774,0.096774,0.032258,0.096774,0.129032
15,2,0.045455,0.477273,0.227273,0.386364,0.113636,0.545455,0.454545,0.545455
15,3,0.216667,0.316667,0.533333,0.783333,0.450000,0.383333,0.366667,0.816667
15,5,0.235772,0.341463,0.577236,0.317073,0.219512,0.105691,0.170732,0.170732
15,8,0.310345,0.206897,0.206897,0.241379,0.379310,0.206897,0.241379,0.310345
15,9,0.395833,0.333333,0.444444,0.534722,0.166667,0.111111,0.180556,0.215278
15,10,0.076923,0.076923,0.000000,0.076923,0.076923,0.076923,0.076923,0.000000
15,11,0.191489,0.226950,0.212766,0.212766,0.141844,0.212766,0.255319,0.234043
15,12,0.122807,0.122807,0.131579,0.192982,0.070175,0.149123,0.035088,0.166667
15,14,0.185897,0.288462,0.153846,0.410256,0.153846,0.217949,0.102564,0.153846
16,1,0.064516,0.064516,0.129032,0.129032,0.064516,0.129032,0.096774,0.096774
16,2,0.045455,0.522727,0.113636,0.568182,0.068182,0.590909,0.113636,0.568182
16,3,0.333333,0.383333,0.483333,0.283333,0.350000,0.350000,0.616667,0.516667
16,5,0.284553,0.317073,0.414634,0.398374,0.105691,0.219512,0.170732,0.243902
16,8,0.275862,0.206897,0.310345,0.206897,0.275862,0.206897,0.241379,0.172414
16,9,0.402778,0.270833,0.319444,0.562500,0.159722,0.076389,0.173611,0.152778
16,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
16,11,0.177305,0.262411,0.219858,0.198582,0.127660,0.078014,0.248227,0.184397
16,12,0.087719,0.157895,0.149123,0.122807,0.096491,0.192982,0.201754,0.166667
16,14,0.185897,0.339744,0.141026,0.493590,0.128205,0.217949,0.108974,0.185897
17,1,0.064516,0.193548,0.064516,0.096774,0.064516,0.096774,0.129032,0.096774
17,2,0.022727,0.454545,0.113636,0.590909,0.045455,0.500000,0.545455,0.545455
17,3,0.300000,0.316667,0.516667,0.750000,0.366667,0.366667,0.333333,0.550000
17,5,0.398374,0.317073,0.617886,0.382114,0.211382,0.089431,0.154472,0.219512
17,8,0.310345,0.275862,0.275862,0.206897,0.241379,0.344828,0.172414,0.241379
17,9,0.409722,0.368056,0.368056,0.729167,0.083333,0.173611,0.173611,0.180556
17,10,0.076923,0.076923,0.076923,0.076923,0.000000,0.076923,0.076923,0.076923
17,11,0.198582,0.226950,0.212766,0.269504,0.063830,0.070922,0.262411,0.198582
17,12,0.131579,0.122807,0.149123,0.096491,0.087719,0.114035,0.087719,0.008772
17,14,0.141026,0.275641,0.185897,0.583333,0.141026,0.198718,0.108974,0.141026
18,1,0.064516,0.032258,0.064516,0.096774,0.096774,0.064516,0.096774,0.096774
18,2,0.113636,0.500000,0.477273,0.386364,0.113636,0.659091,0.000000,0.659091
18,3,0.333333,0.333333,0.566667,0.550000,0.350000,0.400000,0.583333,0.350000
18,5,0.341463,0.341463,0.471545,0.674797,0.130081,0.113821,0.227642,0.186992
18,8,0.241379,0.206897,0.241379,0.275862,0.275862,0.206897,0.275862,0.206897
18,9,0.402778,0.277778,0.430556,0.506944,0.166667,0.118056,0.187500,0.118056
18,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
18,11,0.212766,0.241135,0.212766,0.219858,0.170213,0.184397,0.219858,0.219858
18,12,0.087719,0.175439,0.166667,0.096491,0.078947,0.096491,0.078947,0.131579
18,14,0.160256,0.250000,0.153846,0.467949,0.166667,0.096154,0.179487,0.160256
19,1,0.161290,0.129032,0.096774,0.161290,0.064516,0.032258,0.129032,0.064516
19,2,0.022727,0.568182,0.159091,0.409091,0.045455,0.681818,0.068182,0.545455
19,3,0.333333,0.283333,0.516667,0.500000,0.283333,0.450000,0.483333,0.466667
19,5,0.341463,0.349593,0.406504,0.455285,0.154472,0.243902,0.203252,0.178862
19,8,0.379310,0.206897,0.310345,0.275862,0.137931,0.241379,0.206897,0.275862
19,9,0.395833,0.291667,0.395833,0.736111,0.125000,0.055556,0.194444,0.173611
19,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
19,11,0.226950,0.226950,0.170213,0.226950,0.085106,0.092199,0.191489,0.198582
19,12,0.078947,0.157895,0.157895,0.096491,0.078947,0.175439,0.149123,0.114035
19,14,0.173077,0.288462,0.108974,0.448718,0.147436,0.192308,0.192308,0.096154
20,1,0.096774,0.032258,0.064516,0.096774,0.064516,0.032258,0.096774,0.096774
20,2,0.022727,0.500000,0.159091,0.386364,0.045455,0.500000,0.568182,0.590909
20,3,0.300000,0.333333,0.350000,0.600000,0.233333,0.333333,0.550000,0.500000
20,5,0.284553,0.349593,0.325203,0.308943,0.113821,0.105691,0.203252,0.170732
20,8,0.275862,0.172414,0.275862,0.206897,0.275862,0.172414,0.206897,0.241379
20,9,0.423611,0.256944,0.333333,0.375000,0.145833,0.215278,0.215278,0.201389
20,10,0.076923,0.076923,0.230769,0.076923,0.076923,0.076923,0.076923,0.076923
20,11,0.205674,0.234043,0.212766,0.226950,0.205674,0.070922,0.198582,0.170213
20,12,0.078947,0.184211,0.122807,0.122807,0.087719,0.122807,0.131579,0.070175
20,14,0.211538,0.269231,0.153846,0.358974,0.166667,0.160256,0.128205,0.134615
21,1,0.193548,0.064516,0.129032,0.096774,0.161290,0.032258,0.096774,0.096774
21,2,0.045455,0.500000,0.295455,0.386364,0.431818,0.500000,0.522727,0.545455
21,3,0.333333,0.333333,0.666667,0.816667,0.283333,0.416667,0.616667,0.600000
21,5,0.365854,0.317073,0.292683,0.504065,0.105691,0.219512,0.219512,0.211382
21,8,0.275862,0.172414,0.310345,0.275862,0.344828,0.241379,0.172414,0.206897
21,9,0.437500,0.277778,0.409722,0.500000,0.152778,0.194444,0.152778,0.180556
21,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
21,11,0.212766,0.226950,0.205674,0.219858,0.063830,0.078014,0.212766,0.248227
21,12,0.149123,0.175439,0.140351,0.087719,0.096491,0.122807,0.052632,0.166667
21,14,0.166667,0.294872,0.173077,0.474359,0.198718,0.160256,0.192308,0.166667
22,1,0.064516,0.129032,0.064516,0.096774,0.064516,0.096774,0.096774,0.096774
22,2,0.022727,0.409091,0.136364,0.750000,0.590909,0.613636,0.204545,0.590909
22,3,0.400000,0.316667,0.550000,0.816667,0.316667,0.350000,0.716667,0.600000
22,5,0.349593,0.292683,0.463415,0.756098,0.146341,0.130081,0.211382,0.154472
22,8,0.275862,0.206897,0.172414,0.241379,0.275862,0.275862,0.344828,0.206897
22,9,0.368056,0.312500,0.437500,0.479167,0.194444,0.125000,0.194444,0.152778
22,10,0.000000,0.153846,0.076923,0.076923,0.000000,0.076923,0.076923,0.076923
22,11,0.191489,0.219858,0.226950,0.212766,0.092199,0.070922,0.234043,0.226950
22,12,0.105263,0.166667,0.140351,0.114035,0.087719,0.114035,0.070175,0.175439
22,14,0.166667,0.275641,0.153846,0.525641,0.198718,0.096154,0.237179,0.141026
23,1,0.161290,0.096774,0.096774,0.129032,0.096774,0.096774,0.096774,0.064516
23,2,0.136364,0.477273,0.113636,0.431818,0.545455,0.568182,0.204545,0.386364
23,3,0.283333,0.350000,0.550000,0.583333,0.483333,0.383333,0.800000,0.550000
23,5,0.300813,0.406504,0.382114,0.626016,0.138211,0.121951,0.146341,0.235772
23,8,0.275862,0.206897,0.206897,0.379310,0.310345,0.241379,0.172414,0.206897
23,9,0.423611,0.270833,0.256944,0.222222,0.083333,0.069444,0.173611,0.138889
23,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
23,11,0.198582,0.234043,0.212766,0.212766,0.191489,0.063830,0.219858,0.205674
23,12,0.105263,0.157895,0.096491,0.122807,0.070175,0.114035,0.035088,0.157895
23,14,0.166667,0.275641,0.128205,0.711538,0.166667,0.185897,0.141026,0.166667
24,1,0.064516,0.096774,0.096774,0.096774,0.096774,0.032258,0.064516,0.096774
24,2,0.022727,0.613636,0.318182,0.545455,0.068182,0.522727,0.136364,0.340909
24,3,0.266667,0.316667,0.550000,0.750000,0.300000,0.250000,0.583333,0.733333
24,5,0.276423,0.373984,0.284553,0.243902,0.154472,0.130081,0.203252,0.178862
24,8,0.275862,0.241379,0.241379,0.275862,0.344828,0.310345,0.310345,0.172414
24,9,0.395833,0.298611,0.451389,0.263889,0.076389,0.173611,0.208333,0.145833
24,10,0.076923,0.000000,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
24,11,0.156028,0.241135,0.184397,0.205674,0.234043,0.219858,0.226950,0.198582
24,12,0.087719,0.166667,0.087719,0.122807,0.070175,0.096491,0.087719,0.114035
24,14,0.147436,0.217949,0.128205,0.493590,0.192308,0.185897,0.128205,0.153846
25,1,0.096774,0.129032,0.096774,0.064516,0.096774,0.032258,0.096774,0.064516
25,2,0.068182,0.568182,0.204545,0.363636,0.045455,0.613636,0.113636,0.613636
25,3,0.366667,0.333333,0.483333,0.550000,0.383333,0.366667,0.816667,0.500000
25,5,0.276423,0.341463,0.585366,0.349593,0.105691,0.113821,0.162602,0.243902
25,8,0.275862,0.241379,0.310345,0.241379,0.241379,0.241379,0.206897,0.241379
25,9,0.402778,0.263889,0.388889,0.541667,0.111111,0.194444,0.180556,0.201389
25,10,0.076923,0.076923,0.076923,0.000000,0.076923,0.076923,0.076923,0.153846
25,11,0.198582,0.219858,0.212766,0.248227,0.127660,0.070922,0.241135,0.248227
25,12,0.096491,0.140351,0.096491,0.105263,0.061404,0.105263,0.105263,0.122807
25,14,0.173077,0.269231,0.160256,0.596154,0.153846,0.160256,0.141026,0.166667
26,1,0.096774,0.032258,0.096774,0.193548,0.096774,0.032258,0.096774,0.032258
26,2,0.045455,0.522727,0.068182,0.409091,0.068182,0.431818,0.090909,0.750000
26,3,0.283333,0.383333,0.350000,0.383333,0.250000,0.400000,0.883333,0.583333
26,5,0.300813,0.357724,0.796748,0.447154,0.178862,0.113821,0.195122,0.203252
26,8,0.344828,0.241379,0.241379,0.275862,0.379310,0.310345,0.206897,0.241379
26,9,0.402778,0.305556,0.472222,0.402778,0.243056,0.159722,0.187500,0.152778
26,10,0.076923,0.076923,0.000000,0.076923,0.076923,0.076923,0.076923,0.076923
26,11,0.198582,0.191489,0.219858,0.226950,0.212766,0.070922,0.248227,0.219858
26,12,0.149123,0.157895,0.175439,0.131579,0.114035,0.096491,0.175439,0.149123
26,14,0.147436,0.243590,0.153846,0.698718,0.185897,0.153846,0.224359,0.147436
27,1,0.096774,0.064516,0.096774,0.096774,0.064516,0.064516,0.096774,0.064516
27,2,0.022727,0.477273,0.113636,0.477273,0.090909,0.454545,0.090909,0.386364
27,3,0.233333,0.283333,0.566667,0.683333,0.400000,0.350000,0.583333,0.283333
27,5,0.357724,0.341463,0.333333,0.455285,0.113821,0.097561,0.219512,0.252033
27,8,0.206897,0.137931,0.241379,0.172414,0.344828,0.275862,0.275862,0.241379
27,9,0.402778,0.291667,0.243056,0.305556,0.097222,0.152778,0.208333,0.194444
27,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
27,11,0.191489,0.255319,0.205674,0.219858,0.191489,0.085106,0.255319,0.198582
27,12,0.131579,0.149123,0.114035,0.105263,0.096491,0.157895,0.157895,0.017544
27,14,0.134615,0.326923,0.141026,0.410256,0.173077,0.185897,0.205128,0.185897
28,1,0.064516,0.064516,0.096774,0.096774,0.064516,0.064516,0.096774,0.096774
28,2,0.068182,0.613636,0.477273,0.477273,0.068182,0.590909,0.181818,0.500000
28,3,0.233333,0.300000,0.516667,0.233333,0.300000,0.350000,0.783333,0.566667
28,5,0.276423,0.357724,0.601626,0.463415,0.146341,0.105691,0.227642,0.252033
28,8,0.275862,0.172414,0.172414,0.275862,0.413793,0.241379,0.241379,0.241379
28,9,0.402778,0.284722,0.416667,0.513889,0.145833,0.076389,0.180556,0.152778
28,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
28,11,0.191489,0.205674,0.198582,0.191489,0.106383,0.092199,0.198582,0.205674
28,12,0.096491,0.192982,0.140351,0.114035,0.070175,0.122807,0.184211,0.140351
28,14,0.141026,0.275641,0.128205,0.564103,0.179487,0.211538,0.128205,0.185897
29,1,0.064516,0.032258,0.096774,0.161290,0.064516,0.064516,0.064516,0.064516
29,2,0.136364,0.522727,0.636364,0.590909,0.704545,0.568182,0.409091,0.386364
29,3,0.283333,0.283333,0.433333,0.516667,0.350000,0.400000,0.383333,0.500000
29,5,0.284553,0.382114,0.715447,0.691057,0.130081,0.089431,0.195122,0.178862
29,8,0.241379,0.172414,0.275862,0.310345,0.344828,0.206897,0.241379,0.206897
29,9,0.388889,0.305556,0.270833,0.291667,0.125000,0.201389,0.145833,0.222222
29,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
29,11,0.177305,0.248227,0.198582,0.205674,0.212766,0.205674,0.226950,0.191489
29,12,0.140351,0.192982,0.166667,0.149123,0.070175,0.131579,0.131579,0.096491
29,14,0.153846,0.314103,0.147436,0.423077,0.166667,0.160256,0.147436,0.147436
30,1,0.096774,0.064516,0.096774,0.096774,0.064516,0.064516,0.096774,0.064516
30,2,0.113636,0.477273,0.136364,0.613636,0.454545,0.636364,0.204545,0.386364
30,3,0.266667,0.333333,0.366667,0.483333,0.333333,0.366667,0.450000,0.466667
30,5,0.260163,0.341463,0.414634,0.487805,0.105691,0.113821,0.260163,0.235772
30,8,0.241379,0.172414,0.275862,0.310345,0.172414,0.206897,0.206897,0.241379
30,9,0.402778,0.354167,0.340278,0.361111,0.180556,0.187500,0.229167,0.166667
30,10,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923
30,11,0.205674,0.226950,0.226950,0.212766,0.205674,0.205674,0.198582,0.241135
30,12,0.140351,0.228070,0.149123,0.096491,0.087719,0.131579,0.043860,0.122807
30,14,0.134615,0.326923,0.141026,0.512821,0.173077,0.141026,0.179487,0.096154
