execution_number,question_number,ind_gemma_v2,ind_gemma_v4,ind_llama_v2,ind_llama_v4,seq_gemma_v2,seq_gemma_v4,seq_llama_v2,seq_llama_v4
3,12,0.114458,0.100719,0.078014,0.120000,0.131148,0.165217,0.127820,0.211864
3,14,0.158163,0.234513,0.116105,0.447826,0.132576,0.148387,0.163265,0.122699
4,1,0.014493,0.012500,0.017391,0.017094,0.056911,0.032000,0.034091,0.027778
4,2,0.050000,0.203252,0.060773,0.220000,0.215278,0.258427,0.043165,0.240506
4,3,0.220588,0.237500,0.202247,0.265306,0.347222,0.247059,0.381443,0.418182
4,5,0.273973,0.243421,0.446927,0.374359,0.120805,0.203125,0.096154,0.106838
4,8,0.031034,0.063291,0.040724,0.036145,0.029412,0.025253,0.028090,0.029536
4,9,0.326316,0.305556,0.139535,0.307229,0.263158,0.187500,0.150485,0.177215
4,10,0.025000,0.020408,0.000000,0.010204,0.020000,0.020833,0.006944,0.006452
4,11,0.218750,0.227273,0.155440,0.205128,0.230769,0.200000,0.146552,0.188312
4,12,0.101124,0.145038,0.113333,0.111111,0.150943,0.135922,0.119658,0.148148
4,14,0.196078,0.291391,0.144828,0.517730,0.134969,0.149068,0.133929,0.158621
5,1,0.021583,0.014085,0.024590,0.027972,0.027027,0.101266,0.031915,0.016667
5,2,0.058824,0.329114,0.035714,0.250000,0.294118,0.186567,0.120370,0.221053
5,3,0.229885,0.250000,0.364583,0.530120,0.306667,0.227273,0.273504,0.166667
5,5,0.357664,0.280576,0.425926,0.457516,0.194444,0.157895,0.160000,0.122449
5,8,0.033473,0.075472,0.033816,0.031532,0.023622,0.038298,0.014749,0.023490
5,9,0.322368,0.208092,0.206897,0.588652,0.195652,0.166667,0.190476,0.154696
5,10,0.020833,0.008403,0.009709,0.009615,0.017544,0.016949,0.005952,0.004405
5,11,0.224138,0.238806,0.167665,0.129032,0.210526,0.274510,0.163043,0.173913
5,12,0.126316,0.172131,0.129771,0.157895,0.173913,0.162791,0.152381,0.108108
5,14,0.152778,0.233533,0.201681,0.493243,0.197183,0.162651,0.121951,0.107345
6,1,0.018072,0.008696,0.032609,0.029126,0.022857,0.020408,0.018018,0.021429
6,2,0.051282,0.235294,0.043956,0.232877,0.031746,0.265060,0.056000,0.160920
6,3,0.220588,0.236111,0.349515,0.351648,0.215190,0.255814,0.336364,0.136691
6,5,0.243902,0.220690,0.360825,0.270073,0.144000,0.179104,0.089041,0.117409
6,8,0.032258,0.032258,0.026455,0.047619,0.041096,0.036290,0.025253,0.027907
6,9,0.290323,0.243243,0.437500,0.371622,0.215517,0.162011,0.151079,0.161290
6,10,0.000000,0.000000,0.024590,0.007812,0.019231,0.000000,0.008696,0.005587
6,11,0.198276,0.250000,0.165605,0.207865,0.276596,0.205674,0.188889,0.194631
6,12,0.172840,0.130081,0.124138,0.111111,0.159091,0.088235,0.128713,0.119760
6,14,0.216981,0.284884,0.170213,0.698529,0.133333,0.153374,0.120219,0.138122
7,1,0.015504,0.010870,0.035714,0.032967,0.025157,0.033113,0.015385,0.027273
7,2,0.073171,0.315789,0.037433,0.254386,0.063492,0.201389,0.044248,0.194030
7,3,0.211111,0.250000,0.270492,0.285714,0.227848,0.285714,0.293103,0.240000
7,5,0.277372,0.283871,0.463542,0.447853,0.184615,0.173333,0.109890,0.119816
7,8,0.047619,0.121951,0.044118,0.036630,0.038793,0.029167,0.030702,0.015345
7,9,0.295918,0.282759,0.183486,0.213115,0.186047,0.229167,0.153846,0.177966
7,10,0.019231,0.033333,0.000000,0.008547,0.012658,0.018182,0.005495,0.010309
7,11,0.222222,0.227723,0.170732,0.203704,0.247312,0.232143,0.205479,0.275000
7,12,0.159420,0.130435,0.072848,0.068702,0.104651,0.142077,0.156250,0.137097
7,14,0.185897,0.278107,0.186992,0.500000,0.192053,0.183168,0.138889,0.131313
8,1,0.018634,0.016260,0.022059,0.026087,0.016949,0.011765,0.025424,0.027523
8,2,0.050847,0.272727,0.062500,0.265625,0.132353,0.273810,0.062857,0.380952
8,3,0.265625,0.174419,0.270270,0.402062,0.265306,0.325000,0.281553,0.333333
8,5,0.286713,0.306667,0.370892,0.327273,0.202899,0.209302,0.125000,0.085714
8,8,0.052941,0.063830,0.036697,0.037383,0.043825,0.040541,0.039024,0.016097
8,9,0.274611,0.257862,0.341463,0.265060,0.239130,0.176471,0.141631,0.120192
8,10,0.019608,0.019231,0.009259,0.010526,0.019608,0.020000,0.005917,0.007194
8,11,0.179856,0.244898,0.153061,0.142857,0.181818,0.236364,0.230769,0.202614
8,12,0.160920,0.153846,0.128571,0.114286,0.175676,0.155340,0.115702,0.081081
8,14,0.206107,0.318182,0.201754,0.470588,0.113402,0.165605,0.148936,0.132653
9,1,0.047619,0.032787,0.019608,0.026087,0.018868,0.016529,0.046296,0.018018
9,2,0.050000,0.205882,0.051020,0.188679,0.072727,0.261364,0.125984,0.492958
9,3,0.189189,0.258824,0.370370,0.559140,0.190476,0.259259,0.266667,0.265487
9,5,0.309353,0.216561,0.378205,0.376147,0.203125,0.160000,0.132184,0.108434
9,8,0.035556,0.054795,0.043243,0.044776,0.047210,0.028213,0.036697,0.025751
9,9,0.329670,0.337838,0.283654,0.205128,0.195652,0.285714,0.150000,0.113924
9,10,0.016393,0.000000,0.000000,0.010989,0.019231,0.013333,0.008333,0.008547
9,11,0.181818,0.264957,0.202532,0.230769,0.215686,0.265625,0.218750,0.175439
9,12,0.146789,0.137500,0.127820,0.137500,0.166667,0.099174,0.114650,0.101064
9,14,0.164062,0.315068,0.194690,0.507463,0.181818,0.134615,0.188679,0.118943
10,1,0.017241,0.025424,0.034884,0.025641,0.017857,0.012048,0.032000,0.025000
10,2,0.065934,0.276316,0.250000,0.212500,0.036585,0.219298,0.043011,0.196581
10,3,0.141176,0.246914,0.220690,0.283333,0.333333,0.238095,0.256098,0.098361
10,5,0.244604,0.292208,0.418079,0.258427,0.133858,0.184211,0.103286,0.091743
10,8,0.035242,0.049020,0.042254,0.046875,0.023256,0.024823,0.031056,0.025735
10,9,0.301587,0.289308,0.305556,0.211268,0.226667,0.172131,0.312500,0.135747
10,10,0.019231,0.019608,0.009174,0.007752,0.010204,0.019608,0.008772,0.006173
10,11,0.198582,0.226277,0.184524,0.166667,0.320000,0.167939,0.211679,0.194805
10,12,0.120968,0.140351,0.110048,0.096774,0.116279,0.155172,0.097744,0.112745
10,14,0.205128,0.280255,0.198473,0.738255,0.164706,0.157534,0.138462,0.164948
11,1,0.020270,0.026846,0.013793,0.019231,0.013605,0.011364,0.025641,0.032000
11,2,0.051282,0.222222,0.040816,0.202128,0.252747,0.179688,0.040541,0.244186
11,3,0.192771,0.246753,0.315217,0.500000,0.303797,0.311111,0.306931,0.289474
11,5,0.314286,0.277778,0.326923,0.535032,0.152542,0.218750,0.095420,0.104167
11,8,0.036269,0.050000,0.035533,0.045752,0.028986,0.030000,0.035398,0.030043
11,9,0.361290,0.295302,0.217647,0.464286,0.207407,0.181818,0.250000,0.142857
11,10,0.015152,0.020000,0.008850,0.010870,0.020408,0.020000,0.006803,0.008696
11,11,0.180556,0.242647,0.201220,0.204918,0.274510,0.288889,0.233333,0.147059
11,12,0.211765,0.156250,0.147541,0.142857,0.185185,0.112245,0.107914,0.044410
11,14,0.193277,0.276074,0.148810,0.642336,0.146893,0.158940,0.129032,0.140940
12,1,0.019737,0.018519,0.032967,0.019802,0.016949,0.024194,0.028571,0.020979
12,2,0.076923,0.277228,0.032558,0.317073,0.056604,0.258824,0.069182,0.271605
12,3,0.276923,0.256098,0.329670,0.351648,0.250000,0.234694,0.221154,0.076190
12,5,0.272059,0.289017,0.300885,0.256098,0.126087,0.149254,0.114173,0.080321
12,8,0.035533,0.026786,0.047059,0.038462,0.037736,0.022642,0.028302,0.035533
12,9,0.273224,0.293750,0.255102,0.541096,0.277778,0.162791,0.182432,0.124183
12,10,0.018868,0.000000,0.010753,0.010753,0.020000,0.020000,0.000000,0.010638
12,11,0.227273,0.256637,0.202532,0.198718,0.186335,0.192308,0.227642,0.195122
12,12,0.160000,0.162963,0.138889,0.111111,0.175439,0.096552,0.114754,0.116788
12,14,0.187500,0.253247,0.156250,0.474074,0.176101,0.142012,0.130435,0.184874
13,1,0.013699,0.022727,0.017241,0.030769,0.041667,0.020202,0.045977,0.033333
13,2,0.058824,0.217742,0.033520,0.237624,0.197917,0.158940,0.236842,0.385965
13,3,0.204819,0.242857,0.333333,0.260417,0.333333,0.242105,0.310680,0.184783
13,5,0.311594,0.291925,0.496774,0.327381,0.125828,0.218750,0.109290,0.112583
13,8,0.037500,0.070423,0.036530,0.040000,0.059701,0.028470,0.016901,0.025455
13,9,0.290640,0.269737,0.359477,0.486111,0.228070,0.187500,0.158470,0.157895
13,10,0.019608,0.031250,0.005952,0.006849,0.016949,0.018519,0.005714,0.008000
13,11,0.200000,0.253846,0.176871,0.184783,0.198020,0.264000,0.165563,0.183007
13,12,0.157407,0.168000,0.043988,0.110000,0.112360,0.175926,0.121739,0.107914
13,14,0.166667,0.253333,0.186813,0.678571,0.147239,0.159341,0.120603,0.141361
14,1,0.020202,0.011236,0.020000,0.028302,0.015152,0.011236,0.021053,0.018868
14,2,0.062500,0.365079,0.050279,0.318841,0.043478,0.268519,0.233766,0.171171
14,3,0.224490,0.210526,0.326531,0.395349,0.142857,0.287500,0.272727,0.256410
14,5,0.267974,0.335714,0.525424,0.412371,0.200000,0.104027,0.120773,0.103175
14,8,0.048980,0.055556,0.031579,0.039130,0.033898,0.030651,0.035242,0.027972
14,9,0.305085,0.300000,0.296875,0.535211,0.142857,0.201923,0.180451,0.141935
14,10,0.000000,0.042857,0.006944,0.008850,0.009709,0.020833,0.008065,0.007937
14,11,0.226891,0.256881,0.182540,0.187097,0.234043,0.237288,0.194595,0.150000
14,12,0.188679,0.159763,0.093333,0.098592,0.180556,0.151899,0.064516,0.184211
14,14,0.232323,0.306667,0.173228,0.451852,0.134228,0.120603,0.165563,0.128631
15,1,0.024590,0.086957,0.037037,0.028846,0.024590,0.008547,0.031915,0.029630
15,2,0.058824,0.165354,0.064516,0.236111,0.046729,0.247423,0.238095,0.233010
15,3,0.152941,0.243590,0.326531,0.580247,0.325301,0.298701,0.217822,0.266304
15,5,0.221374,0.281879,0.385870,0.342105,0.121076,0.213115,0.124260,0.073427
15,8,0.048387,0.043478,0.027650,0.038251,0.049550,0.028169,0.035533,0.024523
15,9,0.300000,0.303797,0.392638,0.566176,0.228571,0.155340,0.143646,0.136564
15,10,0.016949,0.012346,0.000000,0.010989,0.017241,0.012346,0.002358,0.000000
15,11,0.223140,0.231884,0.201342,0.109489,0.338983,0.208333,0.168224,0.196429
15,12,0.127273,0.152174,0.105634,0.174603,0.190476,0.139344,0.142857,0.157025
15,14,0.216418,0.326087,0.188976,0.477612,0.175182,0.173469,0.192771,0.162162
16,1,0.016129,0.017699,0.031496,0.031496,0.016949,0.032520,0.034483,0.030303
16,2,0.057143,0.333333,0.031847,0.290698,0.056604,0.292135,0.041322,0.265957
16,3,0.212766,0.277108,0.263636,0.204819,0.244186,0.253012,0.342593,0.356322
16,5,0.188172,0.239264,0.463636,0.324503,0.191176,0.116379,0.136364,0.141509
16,8,0.043478,0.035088,0.052941,0.035088,0.034043,0.031579,0.037634,0.009671
16,9,0.329545,0.236364,0.202643,0.455056,0.152318,0.166667,0.182482,0.166667
16,10,0.016949,0.019608,0.009174,0.010000,0.020000,0.017544,0.009709,0.009804
16,11,0.185185,0.251701,0.173184,0.160000,0.260870,0.220000,0.141129,0.154762
16,12,0.120482,0.132353,0.110390,0.140000,0.103774,0.159420,0.107981,0.117284
16,14,0.189542,0.350993,0.151724,0.493590,0.131579,0.178010,0.186813,0.141463
17,1,0.016000,0.057143,0.021978,0.017045,0.019231,0.037975,0.021622,0.028846
17,2,0.015385,0.294118,0.038760,0.268041,0.030303,0.252874,0.300000,0.220183
17,3,0.204545,0.240506,0.260504,0.535714,0.309859,0.261905,0.285714,0.232394
17,5,0.342657,0.254902,0.389744,0.246073,0.150289,0.171875,0.093596,0.107143
17,8,0.049451,0.039216,0.038462,0.027273,0.028455,0.037736,0.029412,0.023973
17,9,0.310526,0.291209,0.284946,0.549738,0.206897,0.117925,0.135870,0.162500
17,10,0.019608,0.015152,0.012346,0.005780,0.000000,0.018182,0.005348,0.003597
17,11,0.189189,0.285714,0.192308,0.142857,0.183673,0.196078,0.182266,0.227642
17,12,0.136364,0.138614,0.132812,0.144737,0.169492,0.115044,0.153846,0.083333
17,14,0.181818,0.227513,0.182390,0.446078,0.130178,0.178161,0.111842,0.164179
18,1,0.012987,0.009259,0.020202,0.021898,0.024793,0.020202,0.031579,0.024000
18,2,0.065789,0.338462,0.291667,0.246377,0.073529,0.345238,0.000000,0.311828
18,3,0.277778,0.246914,0.276423,0.343750,0.287671,0.247423,0.257353,0.161538
18,5,0.300000,0.276316,0.349398,0.406863,0.126984,0.202899,0.095890,0.065903
18,8,0.035176,0.075000,0.047297,0.035714,0.045714,0.029268,0.037209,0.027523
18,9,0.313514,0.277778,0.316327,0.445122,0.183206,0.142857,0.187500,0.153153
18,10,0.010753,0.012500,0.011494,0.006711,0.026316,0.019608,0.008065,0.005319
18,11,0.200000,0.288136,0.172414,0.200000,0.201681,0.234234,0.170330,0.206667
18,12,0.125000,0.150376,0.146154,0.106796,0.166667,0.119565,0.150000,0.133929
18,14,0.217391,0.251613,0.161074,0.514085,0.176871,0.135135,0.160000,0.182482
19,1,0.042017,0.037383,0.027027,0.038462,0.016129,0.008547,0.033333,0.018519
19,2,0.026316,0.324675,0.043478,0.268657,0.027397,0.344828,0.041667,0.328767
19,3,0.263158,0.257576,0.340659,0.344828,0.186813,0.321429,0.263636,0.345679
19,5,0.308824,0.254438,0.312500,0.341463,0.140741,0.118110,0.095057,0.137500
19,8,0.051402,0.060000,0.042453,0.049080,0.016194,0.026820,0.020690,0.030189
19,9,0.308108,0.264151,0.303191,0.679487,0.189474,0.150943,0.145833,0.160256
19,10,0.021277,0.017544,0.014493,0.006667,0.020000,0.015625,0.010753,0.006410
19,11,0.220690,0.246154,0.179104,0.123552,0.222222,0.302326,0.226891,0.189189
19,12,0.125000,0.130435,0.125874,0.137500,0.140625,0.151515,0.094972,0.125000
19,14,0.221311,0.255682,0.209877,0.518519,0.151316,0.176471,0.128205,0.164835
20,1,0.023256,0.007353,0.020000,0.026786,0.014388,0.010989,0.030928,0.023077
20,2,0.023256,0.268293,0.047297,0.191011,0.032258,0.278481,0.157233,0.366197
20,3,0.276923,0.243902,0.214286,0.461538,0.166667,0.240964,0.277311,0.277778
20,5,0.228758,0.298611,0.327869,0.311475,0.208955,0.196970,0.117371,0.089362
20,8,0.047904,0.026596,0.030534,0.030303,0.028369,0.027624,0.021505,0.028226
20,9,0.309645,0.237179,0.403361,0.282723,0.181034,0.176136,0.180233,0.125541
20,10,0.020000,0.021277,0.018634,0.006993,0.009346,0.017544,0.005650,0.005376
20,11,0.241667,0.264000,0.186335,0.158416,0.188312,0.196078,0.189189,0.237624
20,12,0.140625,0.155556,0.080460,0.144330,0.133333,0.130841,0.123967,0.166667
20,14,0.229167,0.260870,0.162162,0.397163,0.144444,0.165563,0.136054,0.139073
21,1,0.040816,0.019608,0.042553,0.032258,0.042017,0.012821,0.031250,0.024194
21,2,0.042553,0.301370,0.093525,0.220779,0.158333,0.265060,0.283951,0.333333
21,3,0.246914,0.238095,0.377358,0.576471,0.209877,0.316456,0.318966,0.295082
21,5,0.300000,0.203125,0.244898,0.436620,0.213115,0.127962,0.100746,0.097378
21,8,0.038095,0.076923,0.047120,0.040816,0.042194,0.030172,0.019685,0.024691
21,9,0.333333,0.289855,0.285024,0.493151,0.271605,0.162791,0.145695,0.156627
21,10,0.021277,0.020000,0.013889,0.013889,0.015873,0.014493,0.007353,0.004673
21,11,0.191083,0.233577,0.141463,0.189024,0.225000,0.211538,0.200000,0.181347
21,12,0.175258,0.162602,0.134454,0.128205,0.174603,0.138614,0.125000,0.111765
21,14,0.194030,0.302632,0.173077,0.532374,0.167568,0.147059,0.126582,0.142857
22,1,0.018519,0.025641,0.023529,0.028571,0.015267,0.030303,0.037037,0.025210
22,2,0.016949,0.219512,0.045455,0.500000,0.247619,0.321429,0.047120,0.337662
22,3,0.240000,0.243590,0.314286,0.521277,0.234568,0.250000,0.421569,0.318584
22,5,0.294521,0.255319,0.246753,0.550296,0.126761,0.140351,0.114035,0.102151
22,8,0.042781,0.067416,0.032680,0.034314,0.029412,0.028881,0.037594,0.018692
22,9,0.299435,0.269461,0.313433,0.543307,0.184211,0.157895,0.153846,0.125714
22,10,0.000000,0.037736,0.007246,0.009259,0.000000,0.016667,0.004310,0.002740
22,11,0.238938,0.212329,0.200000,0.172414,0.228070,0.196078,0.125475,0.135593
22,12,0.118812,0.149606,0.122137,0.156627,0.212766,0.108333,0.129032,0.094787
22,14,0.172185,0.210784,0.179104,0.621212,0.189024,0.140187,0.225610,0.118280
23,1,0.032258,0.029412,0.016484,0.037037,0.019355,0.023256,0.030303,0.019048
23,2,0.088235,0.283784,0.028249,0.177570,0.167832,0.297619,0.040359,0.229730
23,3,0.195402,0.225806,0.266129,0.357143,0.345238,0.280488,0.475248,0.279661
23,5,0.192708,0.299401,0.262570,0.496774,0.136000,0.112782,0.075630,0.095082
23,8,0.037559,0.059406,0.035928,0.051402,0.039648,0.027132,0.025000,0.023438
23,9,0.322751,0.291045,0.195767,0.217687,0.250000,0.185185,0.213675,0.092593
23,10,0.008000,0.019231,0.006711,0.009174,0.009091,0.019608,0.007353,0.006329
23,11,0.190476,0.279661,0.169492,0.187500,0.183673,0.214286,0.233083,0.162921
23,12,0.137931,0.153846,0.112245,0.170732,0.112676,0.120370,0.125000,0.109756
23,14,0.185714,0.281046,0.149254,0.744966,0.152047,0.224806,0.115183,0.119816
24,1,0.014286,0.024590,0.022556,0.021739,0.022222,0.011364,0.019802,0.026549
24,2,0.031250,0.270000,0.099291,0.208696,0.043478,0.185484,0.040268,0.189873
24,3,0.202532,0.218391,0.388235,0.535714,0.225000,0.208333,0.324074,0.360656
24,5,0.223684,0.285714,0.238095,0.236220,0.168142,0.205128,0.089606,0.136646
24,8,0.033898,0.027888,0.041916,0.038835,0.037037,0.040724,0.062069,0.015152
24,9,0.314917,0.296552,0.391566,0.204301,0.200000,0.147059,0.165746,0.155556
24,10,0.020000,0.000000,0.007519,0.020000,0.015625,0.020000,0.002242,0.006536
24,11,0.161765,0.293103,0.159509,0.175758,0.152778,0.206667,0.172973,0.202899
24,12,0.126582,0.143939,0.114943,0.142857,0.111111,0.111111,0.107527,0.146067
24,14,0.201754,0.215190,0.166667,0.493590,0.175439,0.197279,0.133333,0.164384
25,1,0.022901,0.038095,0.017751,0.020619,0.017544,0.010870,0.022901,0.018349
25,2,0.078947,0.198413,0.056604,0.183908,0.028169,0.337500,0.052632,0.264706
25,3,0.250000,0.281690,0.345238,0.333333,0.242105,0.241758,0.441441,0.227273
25,5,0.225166,0.274510,0.558140,0.220513,0.194030,0.212121,0.104167,0.134529
25,8,0.036199,0.052239,0.040909,0.032558,0.032258,0.032110,0.037267,0.035354
25,9,0.298969,0.228916,0.251121,0.475610,0.242424,0.227642,0.178082,0.171598
25,10,0.016949,0.019608,0.008197,0.000000,0.020000,0.019231,0.009346,0.010363
25,11,0.186667,0.271930,0.159574,0.173267,0.222222,0.250000,0.195402,0.202312
25,12,0.117021,0.120301,0.112245,0.139535,0.122807,0.144578,0.091603,0.128440
25,14,0.197080,0.254545,0.240385,0.615894,0.163265,0.124378,0.129412,0.130653
26,1,0.023077,0.010989,0.024390,0.046512,0.021583,0.011111,0.024590,0.009346
26,2,0.047619,0.255556,0.028037,0.250000,0.045455,0.237500,0.063492,0.305556
26,3,0.236111,0.237113,0.200000,0.212963,0.208333,0.285714,0.540816,0.259259
26,5,0.258741,0.273292,0.644737,0.376712,0.135802,0.215385,0.122449,0.110132
26,8,0.040161,0.045752,0.038043,0.040609,0.047414,0.041096,0.027778,0.030837
26,9,0.290000,0.260355,0.343434,0.397260,0.208333,0.185484,0.156069,0.159420
26,10,0.020000,0.020000,0.000000,0.010101,0.019608,0.021277,0.006757,0.011628
26,11,0.198582,0.223140,0.185629,0.225352,0.215827,0.196078,0.202312,0.192547
26,12,0.158879,0.142857,0.122699,0.166667,0.136842,0.113402,0.121951,0.128788
26,14,0.181102,0.238994,0.170213,0.778571,0.139423,0.190476,0.140562,0.131429
27,1,0.022059,0.023256,0.027273,0.027027,0.018018,0.024096,0.029412,0.023256
27,2,0.018182,0.214286,0.031447,0.184211,0.072727,0.289855,0.029851,0.261538
27,3,0.164706,0.246377,0.267717,0.427083,0.237624,0.276316,0.291667,0.178947
27,5,0.244444,0.270968,0.362832,0.391608,0.208955,0.087591,0.093426,0.107266
27,8,0.027907,0.044444,0.030702,0.027778,0.040650,0.029197,0.032258,0.025362
27,9,0.305263,0.308824,0.221519,0.323529,0.229508,0.200000,0.162162,0.146597
27,10,0.018182,0.010309,0.007143,0.011628,0.019608,0.019608,0.011111,0.006211
27,11,0.190141,0.244898,0.167630,0.196203,0.230769,0.266667,0.152542,0.250000
27,12,0.174419,0.155963,0.089655,0.117647,0.180328,0.145161,0.141732,0.111111
27,14,0.128049,0.252475,0.178862,0.447552,0.181208,0.211679,0.172973,0.118367
28,1,0.018182,0.021978,0.031579,0.023810,0.014815,0.023256,0.024000,0.020270
28,2,0.076923,0.264706,0.162791,0.262500,0.051724,0.204724,0.050314,0.252874
28,3,0.160920,0.193548,0.300971,0.162791,0.310345,0.230769,0.427273,0.336634
28,5,0.196532,0.299320,0.418079,0.413043,0.200000,0.209677,0.163743,0.093093
28,8,0.032922,0.083333,0.029586,0.043478,0.048980,0.030172,0.035000,0.024911
28,9,0.335260,0.264516,0.269058,0.573643,0.181034,0.200000,0.122066,0.130952
28,10,0.020000,0.013889,0.007874,0.009346,0.020408,0.020408,0.008772,0.006579
28,11,0.195652,0.235772,0.180645,0.148352,0.208333,0.245283,0.184211,0.218045
28,12,0.115789,0.159420,0.122137,0.119266,0.190476,0.148936,0.128049,0.110345
28,14,0.173228,0.290541,0.160000,0.666667,0.148936,0.165829,0.126582,0.149485
29,1,0.015504,0.012821,0.030000,0.036765,0.018692,0.018182,0.021739,0.015152
29,2,0.062500,0.294872,0.175000,0.456140,0.281818,0.245098,0.195652,0.180851
29,3,0.257576,0.253731,0.288889,0.402597,0.313433,0.240000,0.223301,0.238095
29,5,0.263158,0.250000,0.567742,0.512048,0.205128,0.157143,0.112676,0.138365
29,8,0.033654,0.028249,0.033195,0.038793,0.037037,0.025532,0.035176,0.030928
29,9,0.312849,0.202765,0.267123,0.315789,0.146341,0.176829,0.148936,0.149533
29,10,0.019231,0.017857,0.010101,0.007692,0.018868,0.020408,0.010101,0.014085
29,11,0.174825,0.224359,0.172840,0.158470,0.167598,0.189542,0.184971,0.209302
29,12,0.152381,0.140127,0.140741,0.115646,0.145455,0.120000,0.107143,0.095652
29,14,0.184615,0.291667,0.193277,0.431373,0.161491,0.104167,0.244681,0.113861
30,1,0.024590,0.022472,0.014423,0.023256,0.018692,0.020202,0.022059,0.019802
30,2,0.056818,0.265823,0.061856,0.259615,0.222222,0.294737,0.067669,0.253731
30,3,0.173913,0.285714,0.217822,0.298969,0.238095,0.285714,0.369863,0.254545
30,5,0.231884,0.235955,0.344595,0.331492,0.213115,0.218750,0.123077,0.127753
30,8,0.038674,0.027027,0.040609,0.057692,0.025773,0.027027,0.020619,0.020349
30,9,0.318681,0.294798,0.205882,0.374101,0.185714,0.126761,0.144105,0.147239
30,10,0.015625,0.019608,0.012048,0.008065,0.019608,0.021277,0.008929,0.008333
30,11,0.184713,0.251969,0.209150,0.187500,0.180124,0.235772,0.193103,0.152466
30,12,0.200000,0.174497,0.100000,0.150685,0.212766,0.142857,0.151515,0.112903
30,14,0.212121,0.300000,0.156028,0.500000,0.166667,0.118919,0.160920,0.125000
